neg_content,pos_attr
<mask>ผ้าอนามัยแผ่นอ่ะ<mask>ใจพอจะใส่แบบสอด,"['ฟิน', 'ไม่เลอะที่นอน', 'น่าลอง', 'สะดวก']"
กทอดแมคถ้าหนักจะกรอบขนาดนี้กินทีฟันแทบหัก,"['ค่ะผ่อนคลายไปกับ', 'สนุก', 'ไปเลยค่า']"
คงได้ไปทำงานให้บอ<mask>เบียร์ช้างต่อมั้งสานิตย์,"['อยากไป', 'อยากไป', 'อยากไป', 'อยากไป', 'อยากไปเชียร์', 'อยากไป', 'ถ้าได้ไป', 'ได้ด้วย', 'ได้ไปด้', 'ไปดูเถอะค่ะ']"
นเราจะสะสมผ้าอนามัยลายซิตี้ไปทำไมวะลอรีเอะ,"['อยากไป', 'อยากไปจะ', 'อยากไป']"
ควันโรงงานอุตสาหกรรมมี<mask>กว่าควันไอน้ำอีก,['ไม่เหม็น']
ความสัมพันธ์ที่มะต้อง<mask>คือกูกับบาบีก้อน,"['ความอร่อยใน', 'ผลิตภัณฑ์คุณภาพ', 'เย็นๆ', 'สักแก้ว', 'มากค่ะ']"
ความอร่อยเหมือนเดิม<mask>แผ่นบาง<mask>,"['ชอบ', 'ติดทน', 'ที่ชอบ', 'เนื้อละเอียดเบา', 'มากๆๆ', 'รู้สึกผิวลื่น', 'ละมุน', 'ส่วนตัวเฉยๆ', 'ดีตรงที่', 'รู้สึกสบาย']"
คีส์นี่จะ<mask>ไปไหน<mask>สีเตอร์นไป<mask>จะเปงลม,"['อยากไป', 'อยากไปจะ', 'อยากไป']"
<mask>มันเพี้ยนกันไปหมดแล้วครับ,['ไปกัน']
งงเลย<mask>ฉันนั้นกูกินฮอต<mask>ตนทำไมอ่ะแดกนิดเดียว,"['อยากกิน', 'อยากกิน', 'อยากกิน', 'อยากกินฮอต', 'อยากกิน']"
<mask>ซื้อjaspal<mask>กินbarbqplaza5,['จะกิน']
จมาโลนโอ้ต&&คอร์นฟลาวคือกลิ่นเหมือนยาจน,"['หล่อ', 'รอยยิ้มและสายตา', 'ไปเลยอ่ะใน', 'ออร่าความผัว', 'พร้อม', 'รักthecr']"
ใจ<mask>กับinnisfreeเลยขอเถอะอยากเปย์ฮือ,"['กดในให้กับความ', 'ได้เลยค่ะจริง', 'มาพี่ชาย', 'สีโปรดเลย', 'กินsp', 'หวานอมเปรี้ยวรสชาติ', 'อร่อย', 'ถูกใจ', 'สุดๆ', 'อยากเลยทีเดียว', 'จัดไป', '🎉']"
ชิญแม่น้ำกะละมังเถิดข้าจ่ายตามราคาแล้วก็,"['ช่วยกัน', 'ช่วยลดขยะได้เยอะเลย', 'สะอาด', 'ไปอีกคิดเอง', '😊']"
<mask><mask>🙉ในbarbqplazaในwagyubeef,[]
ดีเลยกูจะได้<mask>ดื่มเครื่องดิ่มตระกูลสิงห์,"['สิริโครตใส่ใจ', 'น่ารักมาก', '💖']"
ื้อเหมือนเด็กทั้งที่สมองแก่ความจริงจะปรากฏ,"['เกลี่ยง่าย', 'แค่ไหนก็เอาอยู่ค่ะ']"
ตลกแม่ว่ะสปายาขวดเดียวเมา5<mask>เด้อ,"['ฟ้ารักพ่อ', 'อนาคตใหม่']"
ตอนเข้าพักไฟห้องน้ำขาดไปดวงกะผ้าป่ามีกลิ่น,"['ประทับใจ', 'จะได้ไป', 'ตื่นเต้น', 'พาไป', 'ตื่นตาตื่นใจ', 'ไปหมดแค่', 'ไปกินบาบี', 'ชอบ', 'ร้อนๆๆแตก', 'เย็นสบาย', '😋', 'อร่อยมาก', 'ผ้านุ่มมาก', 'ดีใจ', 'มากกก', 'สู้จะอธิบาย', 'เลยอยากมาอีก', 'รู้สึกดี', 'บ้านทุกครั้งที่ได้', 'อบอุ่น', '❤']"
ตอนนี้ก็มีแต่พวก<mask>ๆคนรวยๆๆคนแก่เต็มเลย,"['จะกิน', 'ก็ชอบ', 'อร่อย', 'ทิสุด']"
ตุ่มเม็ดเลือดขาวอักเสบหรือ<mask>หนอง<mask>5,[]
แต่มัน<mask>ช่วงใช้เลยต้องเบียร์ช้างน้อมใจทุกใน,"['หนาวเป็นอะไรที่', 'อยากไป', 'เพลงดี', 'อากาศเย็น', 'ฟิน', '✨']"
ถ้าจะ<mask>ไปจับหวยก่อนกู<mask>,[]
ทนายก็มีทั้ง<mask>และดีครับก็เหมือนคนนั่นและ,"['แนะนํา', 'ชื่นชอบ', 'hondacrvเพราะ', 'และความนุ่มนวล', 'มากครับ', 'ประทับใจ', 'สะดวกสบาย', 'ติดใจ']"
<mask>ตั้งแต่เมื่อคืนบาบิก้อนแน่เลยใน,"['อยากกิน', 'อยากกิน', 'อยากกิน', 'อยากกินบ', 'อยากกิน']"
<mask>ได้ไม่มีปัญหาแบล็คลิตรมัน<mask>,"['ละมุน', 'ดื่มง่าย', 'ไม่ขม😎']"
น้ำยา<mask>คนผลิตได้กำไรเป็นกอบเป็นกำขำวะ,"['แนะนํา', 'ความอ่อนโยนเพิ่มความ', 'ชุ่มชื้นด้วยค่ะ', 'ดีจิงแบรนด์', 'go']"
นิกสันดาวน์น้อยขนาดนี้จะส่งนายมั้ยกลัวดอก<mask>,"['ประหยัดน้ํามันสุดๆ', 'งดงาม', 'ชอบๆๆ']"
เน็ต<mask>2วันแล้วเดี๋ยวมาเดี๋ยวหาย,"['ชอบ', 'ชอบ', 'ชอบ', 'ชอบครับ', 'ชอบ', 'รถในฝันเลยครับhonda', 'ไปจอง']"
<mask>าดี้ยังหลอนปากกูอยู่<mask>ขมขื่นจริง,"['ฉ่ํา', 'แนะนําเลย', 'ราคาสูงหน่อยแต่ใช้', 'ชอบ', 'ตัวนี้มากคุมมันดี', 'ง่าย', 'ติดทน', 'คุ้ม', 'ราคาไม่แพง', 'แถมสีสวย', 'happy', 'เลือกเบอร์นี้คือ', 'ธรรมชาติไม่เวอร์', 'ก็สวย', 'สวยมาก']"
บาบีก้อนมึง<mask>บุไฟกูรู้นะเริ่ม<mask>ไปละ,['ไป']
าร์บีก้อนนี่ผงชูรสเยอะมากมั้ยกุรอปากเจ่อละ,"['ชอบ', 'สุดตรงไอศกรีม', 'เต็มที่', 'อร่อย']"
<mask>ตอน<mask>ไซมา<mask>ติดกางเกง,['ขอบคุน']
<mask><mask>ตอนหนาวๆๆนี่มิใช่เรื่องตลกพ.ศ.,[]
ปกินทีรัยหมูแผ่นบางๆๆไม่เหมือนในภาพโฆษณาเลย,['อร่อย']
ผม<mask>ชอบในกินแล้ว<mask>อยู่ท้องอ่ะคับ,"['อยากกิน', 'อยากกินแล้ว', 'อยากกิน']"
ผมลองดัน<mask>สูบมวนมัน<mask>จิงนะ<mask>,"['ขอบคุณมาก', '😘']"
พานาคอตต้า<mask>ไปถามบอกเสริไฟไม่มาวางตู้ล่ะ,"['ไปกันไป', 'ที่ไหนก็ไม่หวั่นห', 'รักเลยค่ะ', 'ชุ่มชื่น', 'สดชื่น', 'อยากกิน', 'มากเลยค่ะ', 'ติดใจ', 'เริ่ด']"
<mask>ผ้าอนามัย<mask>คันระเบิดระเบ้อทุกเดือน😓,['ดีจริง']
<mask>ผ้าอนามัยอะทำไงดี😭ใน<mask>ที่ใช้,"['สวย', 'สวย', 'สวย', 'สวยทดลอง', 'สวย', 'ดีเร่งได้ทันใจ', 'ที่ชอบ', 'ดีครับเพราะ']"
ันได้โปรแค่วันธรรมดาอ่ะเบลจันทร์ในศุกร์😂,"['ไป', 'วันไหนดี']"
<mask>ยามันเน้นไก่หมูกูเน้นกุ้งกับปลาหมึกกรอบ,"['คนชอบ', 'อร่อยดี', 'เราชอบ', 'ติดใจ', 'จนต้องไป', 'ชอบ', 'ที่สุด', 'สุดมัน', 'ไม่หวานแต่ก็', 'อร่อย']"
